Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1.4281029737686786,2,1.396618551583958,13,1.7645274554986428,1,1.2939336161878014,0,2,1,3775.086
-0.05048969809315736,2,-0.5956435261714562,0,0.057034485774297906,5,1.5328460124349554,1,2,3,4064.0432
0.42265995690263003,1,-0.7836816597018129,9,0.8915104909540799,6,-0.7368217519130082,2,1,1,1587.2672
-0.05048969809315736,1,-0.16619953110084348,0,-0.5347394630456173,4,1.5328460124349554,2,0,0,214.3876
0.24522883627920974,2,-0.7798372603004365,5,0.385862739327995,8,0.09937163495203102,2,0,1,4078.025
0.04414023290600019,1,0.6542340957636468,9,-1.5269732501452886,2,-1.0951903462837393,1,1,1,838.908
-1.2227179683452205,2,0.010881101829223017,13,-1.5847011837805032,6,-0.7368217519130082,2,1,1,1065.28
-0.2752357842161562,3,-0.9066010737321313,7,-1.636005624188254,1,1.2939336161878014,0,2,1,308.9312
-1.6296266716415977,2,1.847754308283356,4,-1.5333549906667736,0,-0.020084563171546017,1,2,0,178.4344
-0.05048969809315736,2,0.11803074691389943,3,-1.5632756221202988,4,1.5328460124349554,2,0,0,125.8362
1.5227329047678357,1,2.019903784907193,4,-1.3681588035894812,0,-0.020084563171546017,1,2,0,163.7868
1.3689592668942052,1,0.2848609660693587,8,-0.7154034218146416,3,-1.3341027425308933,1,2,2,2741.7644
1.392616749643994,1,-1.2817577519125376,13,1.857584601884906,3,-1.3341027425308933,1,2,2,3068.0064
1.191528146270785,1,-1.2817577519125376,1,-0.7683972409412153,7,-0.49790935566585415,1,1,1,2174.5028
1.1087269566465219,1,0.6157985522146603,14,0.5440862245068757,8,0.09937163495203102,2,0,1,2085.2856
-0.6655842495876808,1,0.44886520250168055,8,0.09181448985439881,9,-0.13954076129512305,1,0,1,3791.0652
-0.05048969809315736,2,-0.12831171721837187,6,-0.20755883550476428,5,1.5328460124349554,1,2,3,2797.6916
-0.9376453012102587,2,0.9107869114900338,14,-0.2963475706413785,3,-1.3341027425308933,1,2,2,1609.9044
-0.05048969809315736,2,1.1043638013731725,13,-1.6701946668914283,5,1.5328460124349554,1,2,3,388.1614
-0.05048969809315736,1,-0.7685091990669511,13,-0.8571024706658724,5,1.5328460124349554,1,2,3,2180.495
0.1269414225302629,1,0.7050997109275305,4,1.4395436626415825,8,0.09937163495203102,2,0,1,3435.528
-0.7128992150872594,1,-0.761968306747886,10,-0.24073296627799962,1,1.2939336161878014,0,2,1,2150.534
0.18608512940473632,1,1.0017738991623333,13,0.8337825573188655,9,-0.13954076129512305,1,0,1,2527.3768
2.019540042513413,1,0.05757949433180596,3,1.9099457069285748,3,-1.3341027425308933,1,2,2,6768.5228
-0.15694837046720936,2,-0.4623365915137025,3,-0.23266184703769174,1,1.2939336161878014,0,2,1,373.5138
-1.5125221320301403,0,0.4528925273309609,4,0.5958981208795964,0,-0.020084563171546017,1,2,0,358.2004
1.6055340943920988,1,-1.2817577519125376,8,0.19767686998961118,7,-0.49790935566585415,1,1,1,2428.8384
-0.6655842495876808,1,-0.780164967773948,3,1.9949734867805091,7,-0.49790935566585415,1,1,1,5815.0972
0.7183784912749971,2,1.075703313573282,0,-1.2906529343069069,8,0.09937163495203102,2,0,1,2576.646
-0.05048969809315736,2,3.668255029958881,4,0.8974682809225524,4,1.5328460124349554,2,0,0,780.3176
-1.2830445493571834,1,0.031935066567137876,8,0.04638433400316362,8,0.09937163495203102,2,0,1,3134.5864
-0.6194521582255915,1,1.8155285577649325,5,0.008392583309330693,1,1.2939336161878014,0,2,1,850.8924
-0.6904246064749598,2,-0.7255595567830041,3,-0.3845035916950874,1,1.2939336161878014,0,2,1,810.9444
-0.45384977897706613,1,-0.021134840704769366,6,0.889438914388223,2,-1.0951903462837393,1,1,1,3121.2704
-0.15694837046720936,1,-0.7243369334605191,9,0.16826369450105572,2,-1.0951903462837393,1,1,1,4815.0656
-1.1612085131957681,1,-1.0869104819518434,13,1.7351142800100874,3,-1.3341027425308933,1,2,2,6258.52
-0.8560269857234852,1,-0.3483818607948773,9,-0.5593350186135749,7,-0.49790935566585415,1,1,1,2117.244
-1.052384092546737,1,0.1129216269205522,7,-1.6531210218928305,9,-0.13954076129512305,1,0,1,796.9626
0.5409473706515768,1,2.080622176837962,13,0.8594347775227409,8,0.09937163495203102,2,0,1,4910.275
-0.05048969809315736,1,-0.0978752169438968,3,0.6269589223809962,4,1.5328460124349554,2,0,0,892.172
-0.6655842495876808,1,-1.2817577519125376,6,1.7009669900128916,3,-1.3341027425308933,1,2,2,3185.1872
-1.145831149408405,2,-0.505107107202535,10,-0.8614126346215004,7,-0.49790935566585415,1,1,1,1062.6168
-0.05048969809315736,1,-1.0474303562946892,6,-1.6493600666081507,5,1.5328460124349554,1,2,3,484.7024
-0.05048969809315736,2,1.6310552411717105,5,-1.4440587995651901,4,1.5328460124349554,2,0,0,147.8076
-0.05048969809315736,1,-0.7775301671254918,13,1.8442301594650097,5,1.5328460124349554,1,2,3,2543.356
1.1560419221461002,0,2.4990155805231375,13,0.7135508228338178,0,-0.020084563171546017,1,2,0,184.4266
1.5463903875176255,1,-0.6405648789640572,10,0.5071511384489609,6,-0.7368217519130082,2,1,1,4865.6664
0.19791387077963118,2,0.2483666454577088,4,0.7231443099690344,7,-0.49790935566585415,1,1,1,1118.544
1.1323844393963114,1,-0.4735220414631744,14,0.383158448679233,7,-0.49790935566585415,1,1,1,2302.3364
-0.9861431408473269,1,1.4980312226477892,8,-0.7250804143618155,8,0.09937163495203102,2,0,1,2027.361
0.6592347844005237,2,0.7590696508435975,13,0.4686519317901584,8,0.09937163495203102,2,0,1,3435.528
0.7183784912749971,2,1.0737414877826015,0,-1.313135160603029,1,1.2939336161878014,0,2,1,599.22
1.2861580772699421,1,-1.2817577519125376,15,0.3815525753723672,7,-0.49790935566585415,1,1,1,4604.6728
-1.1730372545706627,1,-1.0622615421960762,3,0.7808722436042487,2,-1.0951903462837393,1,1,1,2285.0256
-1.1801344993955996,3,2.3301792094005176,9,1.8206912685329697,9,-0.13954076129512305,1,0,1,5580.7356
-1.0464697218592895,2,-0.8126084728147811,5,-0.43318724686603316,8,0.09937163495203102,2,0,1,2290.352
0.008654008781316056,1,-0.6376847241100664,13,0.5034319358702594,9,-0.13954076129512305,1,0,1,1207.0954
-0.05048969809315736,1,0.9223472054504893,0,-0.8191942253839966,4,1.5328460124349554,2,0,0,643.1628
1.4635891978933624,1,0.8997899495450506,5,-0.5786054982959654,2,-1.0951903462837393,1,1,1,1587.933
-1.6343581681915555,1,-1.2817577519125376,3,1.309634935609361,7,-0.49790935566585415,1,1,1,5305.0944
-1.1955118631829629,1,-0.13140449041778612,13,-0.6282623126908718,8,0.09937163495203102,2,0,1,1697.79
-0.23974956009147205,4,-1.0087252312902335,5,0.6317765423015935,8,0.09937163495203102,2,0,1,1427.4752
0.9312958360231015,3,-0.40510064387029093,13,0.7541633587644556,3,-1.3341027425308933,1,2,2,4693.89
-0.05048969809315736,1,4.405206554054123,9,0.8610824035355852,4,1.5328460124349554,2,0,0,583.2408
-0.05048969809315736,2,-0.6735172531625108,0,0.48792241147254867,5,1.5328460124349554,1,2,3,3091.9752
0.6355773016507344,2,1.1680796661930146,6,0.5782752672100504,2,-1.0951903462837393,1,1,1,2479.4392
-1.5988719440668715,1,-0.7893844829911503,6,0.32116210379436905,6,-0.7368217519130082,2,1,1,2716.464
-0.05048969809315736,2,-0.5247496698864766,2,0.24040273519208438,5,1.5328460124349554,1,2,3,3285.723
-1.5397282371923982,2,1.1044473563127462,13,-0.7282504082695684,8,0.09937163495203102,2,0,1,661.8052
1.901252628764466,1,-0.513773194504038,10,-0.380784389116386,9,-0.13954076129512305,1,0,1,1523.3504
1.8775951460146763,1,-0.4983222755493314,6,-0.3022218551978938,0,-0.020084563171546017,1,2,0,369.519
-0.9269994339728534,1,0.7586440071349515,4,-1.6232003904393053,9,-0.13954076129512305,1,0,1,690.4346
1.6055340943920988,1,-0.6233542282467218,14,-1.3783432521016248,7,-0.49790935566585415,1,1,1,1381.535
1.6291915771418877,1,-0.2504007761753416,6,-1.3344772168512766,6,-0.7368217519130082,2,1,1,622.523
-0.7128992150872594,1,-0.8092545492428749,8,-0.4246504243667342,6,-0.7368217519130082,2,1,1,1274.3412
-0.05048969809315736,1,-1.0934714150520541,5,-0.3364526506070468,4,1.5328460124349554,2,0,0,487.3656
-0.15694837046720936,1,1.2646960395146503,5,1.6870215862160682,9,-0.13954076129512305,1,0,1,1231.73
-0.961302783960048,2,0.16437823192843373,6,0.7461339922301263,6,-0.7368217519130082,2,1,1,3755.112
-0.05048969809315736,1,-0.7301563576583404,9,0.14417559489806764,5,1.5328460124349554,1,2,3,4363.6532
-0.961302783960048,2,0.16465172850749213,6,0.7525574854575898,8,0.09937163495203102,2,0,1,1314.2892
0.11511268115536846,1,-0.04723237618860899,5,0.16184020127359214,7,-0.49790935566585415,1,1,1,1805.6496
-0.05048969809315736,2,-0.3941133922070817,13,0.6028708227780081,5,1.5328460124349554,1,2,3,2854.9504
-1.065395708059121,2,0.9637637667403931,13,0.6119986066542337,9,-0.13954076129512305,1,0,1,3896.2616
0.9312958360231015,2,-0.8004532738867386,14,-1.6413724527797997,1,1.2939336161878014,0,2,1,667.7974
1.6410203185167827,1,-0.6222356270445548,13,1.1417344578833066,3,-1.3341027425308933,1,2,2,3185.853
1.0140970256473647,2,-0.3752787210903496,3,0.0030675074237633193,1,1.2939336161878014,0,2,1,2247.7408
-0.547296835838734,2,0.9777085647847835,0,0.3553511464975438,1,1.2939336161878014,0,2,1,1794.331
-1.4616585441180932,2,-1.2817577519125376,0,-0.3160837535827601,7,-0.49790935566585415,1,1,1,2530.7058
-0.05048969809315736,3,4.12526196026196,14,1.355023338754618,4,1.5328460124349554,2,0,0,679.116
0.31620128452857804,1,-0.5856835680508615,14,-1.5991122908363173,1,1.2939336161878014,0,2,1,812.276
0.11511268115536846,1,0.2650313302523245,4,1.469971750060077,8,0.09937163495203102,2,0,1,699.09
-0.9281823081103427,3,-1.1750516205560588,5,-0.6197254901915729,2,-1.0951903462837393,1,1,1,2732.4432
-0.05048969809315736,2,-0.029202301733095362,10,0.5772186025741327,4,1.5328460124349554,2,0,0,176.437
-0.05048969809315736,1,0.10669502986943481,13,-0.3096602603552965,5,1.5328460124349554,1,2,3,4097.3332
-0.8785015943357852,2,-1.2817577519125376,1,0.5172938342551257,7,-0.49790935566585415,1,1,1,3151.8972
-1.257021318332415,1,-0.6484055341693982,5,1.5753266742303194,9,-0.13954076129512305,1,0,1,5942.265
0.9549533187728912,2,1.834061454256483,5,0.8263023994554843,2,-1.0951903462837393,1,1,1,4843.695
-1.2605699407448834,1,0.057731040625594914,13,-0.5133974067973697,6,-0.7368217519130082,2,1,1,2542.0244
-0.28706452559105106,1,-0.4836635876674767,14,-0.010877896373059593,2,-1.0951903462837393,1,1,1,2552.6772
-0.2752357842161562,1,-0.5049120875314639,13,1.3822814322653592,3,-1.3341027425308933,1,2,2,1141.847
0.04414023290600019,1,-0.5974383002283898,9,-1.5013210299414133,2,-1.0951903462837393,1,1,1,680.4476
-0.038660956718262515,0,-0.060358448239619125,14,0.29010130229296927,7,-0.49790935566585415,1,1,1,2085.9514
1.7593077322657293,2,2.0507253046376244,3,-0.7785399367473802,0,-0.020084563171546017,1,2,0,186.424
-0.9967890080847321,2,-0.5026494755873988,3,0.7894508188095262,6,-0.7368217519130082,2,1,1,3036.048
-0.05048969809315736,1,-0.33092513874540924,1,-1.256971347568702,2,-1.0951903462837393,1,1,1,866.8716
1.1560419221461002,1,-1.0567164479947109,5,-0.7379274008167424,6,-0.7368217519130082,2,1,1,868.869
0.31620128452857804,1,2.274943928674881,14,-0.9404826245049623,8,0.09937163495203102,2,0,1,1137.1864
1.5227329047678357,1,0.701960150063043,4,-1.4163350027954575,2,-1.0951903462837393,1,1,1,928.1252
-0.9305480563853216,1,0.3988184877673763,7,0.17303956171567497,1,1.2939336161878014,0,2,1,762.341
1.818451439140203,1,-0.6453535015134734,9,-1.6172843531768115,7,-0.49790935566585415,1,1,1,707.0796
-0.05048969809315736,1,-0.6264607819058989,3,0.6360032008452647,5,1.5328460124349554,1,2,3,7968.2944
0.16242764665494705,1,0.12670059428459218,9,0.3099209906463081,8,0.09937163495203102,2,0,1,1438.128
-0.05048969809315736,1,1.5157820441296603,8,1.3400630230278556,5,1.5328460124349554,1,2,3,6976.2524
-0.9281823081103427,1,-1.1041581325252783,5,-0.6309666033396341,0,-0.020084563171546017,1,2,0,101.2016
-1.1730372545706627,1,-1.0626070033983395,3,0.7632076372287242,3,-1.3341027425308933,1,2,2,952.094
-1.3197136476193567,1,0.2078426548189848,9,-0.4005623247637461,8,0.09937163495203102,2,0,1,1969.4364
-0.05048969809315736,1,-0.1196855758065606,15,0.3927936885204281,5,1.5328460124349554,1,2,3,5262.4832
-1.3942347182811934,1,-0.5349370346658548,4,-1.2912438956838335,7,-0.49790935566585415,1,1,1,1314.2892
-0.8311866288362063,1,-0.4442782971574654,6,-0.8057562775521431,2,-1.0951903462837393,1,1,1,535.3032
1.3453017841444155,1,-0.18055239356132738,11,-0.14235074400616876,0,-0.020084563171546017,1,2,0,263.6568
-1.1340024080335105,1,-0.8967052499875626,9,0.2184697175669102,6,-0.7368217519130082,2,1,1,1402.1748
-0.8560269857234852,1,-0.3450020819018412,9,-0.5753937516822336,2,-1.0951903462837393,1,1,1,1693.7952
-0.003174732593578375,1,0.4862859925326184,11,-0.5684628024898005,7,-0.49790935566585415,1,1,1,2143.876
0.8958096118984178,1,-0.7463922007473189,9,0.5884179630162152,9,-0.13954076129512305,1,0,1,2676.516
0.2807150604038939,2,-1.2817577519125376,5,-1.4120248388398298,6,-0.7368217519130082,2,1,1,905.488
1.3689592668942052,1,-0.5189686604161511,5,1.692388414807614,9,-0.13954076129512305,1,0,1,7370.406
0.7538647153996813,1,-0.10263641424638734,15,1.3786039823926362,6,-0.7368217519130082,2,1,1,6301.1312
1.1323844393963114,1,0.3136842997524076,8,0.3163444838737717,6,-0.7368217519130082,2,1,1,1597.92
1.9958825597636232,1,1.7292106650817733,13,0.5980949555633888,6,-0.7368217519130082,2,1,1,529.311
-1.3197136476193567,1,0.2075609791203486,9,-0.376474225160758,6,-0.7368217519130082,2,1,1,1969.4364
0.42265995690263003,1,1.6530185999631595,14,-1.455299912713251,2,-1.0951903462837393,1,1,1,1034.6532
0.24522883627920974,4,-0.7777926548421802,5,0.3296571735876895,3,-1.3341027425308933,1,2,2,1794.331
0.19791387077963118,2,0.13717310410479708,5,0.9097243060005524,3,-1.3341027425308933,1,2,2,2768.3964
-0.05048969809315736,1,-0.4738568620572665,14,-1.7616876926768048,5,1.5328460124349554,1,2,3,898.83
-1.2889589200446308,1,-0.45686346193554217,6,1.3678703252095448,8,0.09937163495203102,2,0,1,3169.208
1.3098155600197317,1,-1.0088396032917235,9,1.3261593719370108,3,-1.3341027425308933,1,2,2,3589.9936
-1.7384510922906287,2,-1.2817577519125376,0,-0.13537804210775709,3,-1.3341027425308933,1,2,2,262.3252
1.3689592668942052,1,1.6820757750625739,2,-0.6609289874991373,2,-1.0951903462837393,1,1,1,1910.1802
0.24522883627920974,1,-0.681517478726819,14,-0.00124265653186445,2,-1.0951903462837393,1,1,1,1701.7848
0.2807150604038939,2,-0.11154715800862695,5,0.2179622616019406,1,1.2939336161878014,0,2,1,2471.4496
0.2807150604038939,2,-0.4692174599856458,13,-1.3847249926231096,1,1.2939336161878014,0,2,1,1331.6
-0.05048969809315736,1,0.2177623181774889,6,-0.7063173906443945,5,1.5328460124349554,1,2,3,1808.9786
-1.6343581681915555,1,-0.3933307163616038,3,1.309634935609361,3,-1.3341027425308933,1,2,2,3315.684
-1.3114335286569307,1,0.09586064246241116,14,-0.42942629158135326,8,0.09937163495203102,2,0,1,2618.5914
-1.575214461317082,2,0.5529209308607456,10,1.1813320818840052,8,0.09937163495203102,2,0,1,2769.728
1.581876611642309,2,0.22244122035740257,14,1.4854812744577877,2,-1.0951903462837393,1,1,1,5375.0034
0.5646048534013661,1,-0.8683928593147283,3,1.2186911184949325,2,-1.0951903462837393,1,1,1,2838.9712
-0.15694837046720936,2,-0.45831337562601093,3,-0.2567499466406798,3,-1.3341027425308933,1,2,2,1743.0644
-0.05048969809315736,1,-0.7859998780299271,9,0.928445577011995,5,1.5328460124349554,1,2,3,5555.4352
-0.05048969809315736,1,-0.3324216850465515,1,-1.269818334023629,3,-1.3341027425308933,1,2,2,619.194
0.39900247415284074,1,-0.9043613904574038,11,0.38265099271426345,6,-0.7368217519130082,2,1,1,2120.573
0.8958096118984178,1,1.100630847321494,6,0.5151805049832903,2,-1.0951903462837393,1,1,1,3823.0236
-0.23974956009147205,2,-0.169750296233016,10,0.16771448583010762,1,1.2939336161878014,0,2,1,1360.2294
0.06779771565578947,2,-0.42594280429837994,6,0.6076466899926269,1,1.2939336161878014,0,2,1,3969.4996
1.1560419221461002,1,4.375119081233102,6,-0.4144659758545907,0,-0.020084563171546017,1,2,0,345.5502
1.191528146270785,0,-1.2817577519125376,1,0.8926506610019546,0,-0.020084563171546017,1,2,0,585.2382
-0.12146214634252522,2,-0.026785720770247632,15,-0.775835646098618,7,-0.49790935566585415,1,1,1,1010.6844
-0.23974956009147205,1,0.6237139242587985,8,-0.9559921489026729,0,-0.020084563171546017,1,2,0,161.1236
-0.05048969809315736,2,2.4204308515828106,14,-1.587912930394235,4,1.5328460124349554,2,0,0,42.6112
-0.4053519393399979,1,2.140545488571287,0,0.26444908208909396,7,-0.49790935566585415,1,1,1,3010.7476
-0.05048969809315736,2,-0.11624404649889196,5,0.19387416199895252,5,1.5328460124349554,1,2,3,6024.1584
-0.3580369738404189,1,-1.1403742661622824,10,0.9177536725348818,7,-0.49790935566585415,1,1,1,988.713
-0.05048969809315736,1,1.208386096127328,8,-0.3701342373452515,4,1.5328460124349554,2,0,0,239.688
-1.6710272664537291,2,0.17396381120124332,4,-0.45245772654842364,1,1.2939336161878014,0,2,1,1374.2112
-0.05048969809315736,2,-0.3246572196968039,0,1.378054773721688,5,1.5328460124349554,1,2,3,4739.8302
-0.34620823246552446,2,-0.40636332937326736,13,-0.6582664495563539,3,-1.3341027425308933,1,2,2,1012.016
-0.05048969809315736,2,0.5431113948895427,6,0.39761130844102593,4,1.5328460124349554,2,0,0,657.8104
0.2807150604038939,1,-0.7214719351740871,8,-0.1696088375169099,9,-0.13954076129512305,1,0,1,778.986
1.6410203185167827,2,-0.9317297905637977,5,0.6226487584253679,7,-0.49790935566585415,1,1,1,2336.958
-1.4876817751428613,1,0.47105653002411113,9,-0.8977567593024889,9,-0.13954076129512305,1,0,1,2233.0932
-0.5946118013383126,1,1.5557321784355398,10,-0.5946224786586456,9,-0.13954076129512305,1,0,1,1661.8368
-1.6639300216287922,2,0.15761913930556015,13,1.987493328917128,9,-0.13954076129512305,1,0,1,4745.8224
-0.22792081871657763,2,-0.3090486685631247,6,0.37191733553117207,7,-0.49790935566585415,1,1,1,3124.5994
0.8366659050239443,1,-0.8818791614995618,6,-1.4591026207039097,3,-1.3341027425308933,1,2,2,467.3916
-0.05048969809315736,1,-0.9791869223889231,9,0.6681206669825821,5,1.5328460124349554,1,2,3,5070.7328
-0.547296835838734,1,-0.47943951818692976,6,-1.660093723791242,8,0.09937163495203102,2,0,1,540.6296
1.4635891978933624,2,0.6043458466257128,5,-1.4921932460651877,8,0.09937163495203102,2,0,1,992.7078
0.42265995690263003,1,-0.12693204317091264,11,1.5715239662396612,9,-0.13954076129512305,1,0,1,6008.845
-0.05048969809315736,2,0.630521413236141,4,-1.2537596009549705,5,1.5328460124349554,1,2,3,2105.2596
-0.05048969809315736,4,0.6823677087137657,3,1.4715776233669429,5,1.5328460124349554,1,2,3,5359.69
1.4044454910188888,1,-0.2710655737521114,8,-0.5839723268875111,7,-0.49790935566585415,1,1,1,745.696
-1.786948931927697,2,-0.47228681997072347,0,0.33553145814420493,6,-0.7368217519130082,2,1,1,3275.736
1.2861580772699421,1,-0.22846961055360535,13,-0.012483769679925831,7,-0.49790935566585415,1,1,1,1701.7848
-0.05048969809315736,1,0.2370482363605973,0,0.5932773356427915,5,1.5328460124349554,1,2,3,6704.606
0.5409473706515768,1,-0.2673323871188335,10,1.6341112725014517,8,0.09937163495203102,2,0,1,4119.9704
0.6355773016507344,2,-0.4587103536525345,0,-0.9538788196308373,0,-0.020084563171546017,1,2,0,327.5736
0.19791387077963118,1,-0.007736163637498219,5,-1.5296357880880722,9,-0.13954076129512305,1,0,1,780.9834
0.777522198149471,0,-0.8238605186288724,14,0.777111288319569,7,-0.49790935566585415,1,1,1,3630.6074
-0.05048969809315736,2,-0.280811673092086,13,-0.5400645389311844,4,1.5328460124349554,2,0,0,317.5866
0.008654008781316056,1,1.929694453194185,5,-1.626370384347059,0,-0.020084563171546017,1,2,0,231.6984
-0.7838716633366277,0,-0.4700790391387097,14,-1.7343878464600846,6,-0.7368217519130082,2,1,1,133.16
0.23340009490431532,1,-0.15584026913773136,4,1.6731179351252239,6,-0.7368217519130082,2,1,1,5650.6446
-1.6639300216287922,2,-1.2817577519125376,13,1.9714345958484691,2,-1.0951903462837393,1,1,1,2636.568
1.6291915771418877,1,-0.760315349321168,9,-0.7213612117831141,7,-0.49790935566585415,1,1,1,1272.3438
0.43448869827752484,1,-1.2817577519125376,9,0.330206382258638,0,-0.020084563171546017,1,2,0,324.9104
-1.453378425155667,2,1.6362635378353887,13,-0.17552487477940387,0,-0.020084563171546017,1,2,0,131.1626
-1.5858603285544872,2,-1.2817577519125376,6,-0.15570518642606548,0,-0.020084563171546017,1,2,0,260.9936
0.19791387077963118,2,1.3343128677646923,5,1.9126082448713584,0,-0.020084563171546017,1,2,0,260.9936
1.0377545083971536,1,1.7450744939025604,10,0.3157952752028236,1,1.2939336161878014,0,2,1,3690.5294
-1.5361796147799296,0,-1.2817577519125376,10,-1.6172843531768115,6,-0.7368217519130082,2,1,1,1139.1838
-1.8768473663768965,2,1.3096034761748894,0,-1.4141799208176435,9,-0.13954076129512305,1,0,1,1995.4026
-1.7479140853905446,2,0.9494732167667402,0,-0.8453539015528417,2,-1.0951903462837393,1,1,1,1416.8224
0.7183784912749971,2,0.8508410199597701,5,-1.6659680083477575,8,0.09937163495203102,2,0,1,265.6542
-1.257021318332415,1,-0.29254857401366285,3,-0.30970201306127504,2,-1.0951903462837393,1,1,1,3552.7088
-0.038660956718262515,1,-0.06384482703236637,14,0.3302481349646161,1,1.2939336161878014,0,2,1,2406.867
-0.05048969809315736,1,-0.9499998117026606,11,1.1395793759054922,4,1.5328460124349554,2,0,0,213.056
1.8775951460146763,1,-0.8140878662229699,6,-0.2701043890605763,1,1.2939336161878014,0,2,1,2956.152
-0.05048969809315736,1,-0.31741678007223556,4,0.17891384627219,4,1.5328460124349554,2,0,0,153.134
-0.9021590770855745,1,-1.2817577519125376,3,-0.9832502424134143,6,-0.7368217519130082,2,1,1,1649.8524
-0.05048969809315736,1,0.6866882414126512,3,0.6573870097994908,5,1.5328460124349554,1,2,3,3101.2964
-0.05048969809315736,1,-1.1664429421460003,9,0.39600543513416014,5,1.5328460124349554,1,2,3,4769.1254
-0.05048969809315736,2,1.4231887316413159,12,0.4734695517107562,5,1.5328460124349554,1,2,3,3435.528
0.3043725431536832,1,1.1610408554332994,6,-0.876372950348263,7,-0.49790935566585415,1,1,1,1133.8574
-1.2451925769575205,1,-0.7552573778978819,3,0.18212559288592203,6,-0.7368217519130082,2,1,1,2603.278
0.04414023290600019,1,0.6433449160081715,9,-1.535002616679618,8,0.09937163495203102,2,0,1,605.878
-0.05048969809315736,1,-0.43722179081439827,7,0.8333168540598745,5,1.5328460124349554,1,2,3,2293.0152
-0.05048969809315736,2,0.32192109956687465,13,-0.3567380422193765,4,1.5328460124349554,2,0,0,119.1782
-0.12146214634252522,2,-0.03036792318193492,15,-0.7710180261780204,1,1.2939336161878014,0,2,1,1929.4884
-0.05048969809315736,0,0.35706198908819403,13,-0.49945200300054654,5,1.5328460124349554,1,2,3,2074.6328
-0.05048969809315736,1,-0.14885656083526683,8,-0.980080248505661,5,1.5328460124349554,1,2,3,241.6854
1.0495832497720483,1,0.9228965050428,9,1.7725568220329722,7,-0.49790935566585415,1,1,1,6795.1548
0.7183784912749971,1,-0.8824246234954827,9,-1.5782776905530398,2,-1.0951903462837393,1,1,1,639.168
1.4281029737686786,1,-0.2730324388107785,8,0.8220757409118131,6,-0.7368217519130082,2,1,1,3248.4382
0.8366659050239443,2,-0.06527014521870174,6,1.3909017601766152,2,-1.0951903462837393,1,1,1,7222.5984
0.3043725431536832,1,0.4233999400957265,4,1.4143571456966981,6,-0.7368217519130082,2,1,1,3225.1352
-1.1612085131957681,1,-1.0877376971736004,13,1.7351142800100874,6,-0.7368217519130082,2,1,1,3755.112
-0.1924345945918935,1,-0.623820011663059,3,0.6167327211628744,1,1.2939336161878014,0,2,1,3440.8544
-0.15694837046720936,2,-0.14957614892191584,6,0.3607179750890892,6,-0.7368217519130082,2,1,1,974.7312
-0.6419267668378916,1,-0.7563857862908224,10,-1.053866915209534,9,-0.13954076129512305,1,0,1,535.969
